sale_id,game_id,platform,publisher,developer,games_sold,years
7365,13454,GBA,Konami,Konami,0.26,2006
7366,8795,GBA,Konami,Diamond Head,0.26,2003
7367,5975,GBA,Banpresto,Banpresto,0.26,2004
7368,9372,PS2,BAM! Entertainment,Spike,0.26,2002
7369,9718,PS3,Tecmo Koei,Omega Force,0.26,2014
7370,1385,PS,Enix,Metro,0.26,1999
7371,8490,Wii,Ubisoft,Ubisoft,0.26,2008
7372,4527,PSP,Namco Bandai,Bandai Namco Games,0.26,2008
7373,9899,PSP,Capcom,Capcom,0.26,2009
7374,554,N64,Acclaim Entertainment,Acclaim Studios London,0.26,1999
7375,1728,X360,Sega,From Software,0.26,2006
7376,3089,N64,GT Interactive,Eurocom Entertainment Software,0.26,1999
7377,7982,N64,Activision,Kalisto Entertainment,0.26,1997
7378,10720,N64,LucasArts,Factor 5,0.26,2000
7379,7757,PS2,EA Sports,EA Canada,0.26,2007
7380,549,PS2,Agetec,From Software,0.26,2004
7381,10946,Wii,Destineer,Digital Embryo,0.26,2008
7382,3397,PS2,Konami,Konami Computer Entertainment Osaka,0.26,2002
7383,3654,3DS,EA Sports,EA Canada,0.26,2013
7384,2805,GBA,NewKidCo,Cinegroupe,0.26,2002
7385,2758,Wii,2K Sports,2K Shanghai,0.26,2009
7386,5129,Wii,Ubisoft,Virtual Toys / Lexis Numerique,0.26,2009
7387,714,DS,Majesco,Gogii Games,0.26,2008
7388,8276,XB,Simon & Schuster Interactive,Hypnotix,0.26,2003
7389,843,GC,Ubisoft,Ubisoft Montreal,0.26,2001
7390,9224,2600,Atari,Atari,0.26,1982
7391,12067,PS2,EA Sports,EA Tiburon,0.26,2009
7392,9821,DS,Namco Bandai,Vanguard,0.26,2007
7393,573,X360,Electronic Arts,Visceral Games,0.26,2013
7394,11758,PSV,Xseed Games,Nihon Falcom Corporation,0.26,2016
7395,13336,PS3,Sega,Sega,0.26,2015
7396,3112,XB,Atari,Atari,0.26,2003
7397,8774,PC,Ripcord Games,Running With Scissors,0.26,1997
7398,9313,X360,Capcom,Capcom,0.26,2013
7399,6670,PS,Acclaim Entertainment,"Z-Axis, Ltd.",0.26,2000
7400,1986,GC,VU Games,Vicarious Visions,0.26,2003
7401,6096,PS2,Eidos Interactive,Contrail,0.26,2002
7402,6895,DS,Nintendo,Fuse Games Limited,0.26,2005
7403,6240,Wii,Electronic Arts,EA Salt Lake,0.26,2009
7404,1775,GBA,Nintendo,Hudson Soft,0.26,2004
7405,12257,X360,Activision,Robomodo,0.26,2010
7406,955,DS,D3 Publisher,D3 Publisher,0.26,2011
7407,5570,XOne,Frontier Developments,Frontier Developments,0.26,2018
7408,11843,DS,THQ,THQ,0.26,2010
7409,9310,DS,Capcom,Capcom,0.26,2006
7410,139,PS2,Banpresto,From Software,0.26,2005
7411,5864,PS2,Square Enix,Square Enix,0.26,2007
7412,3974,GBA,Konami,Konami,0.26,2003
7413,13281,SAT,Capcom,Capcom,0.26,1997
7414,2801,GBA,Majesco,Majesco Games,0.26,2004
7415,12961,PSP,NIS America,Acquire,0.26,2010
7416,8127,XB,Electronic Arts,Oddworld Inhabitants,0.26,2005
7417,5846,PS2,SNK,SNK Playmore Corporation,0.26,2004
7418,6604,PS,Capcom,Capcom,0.26,1999
7419,1257,DS,Game Factory,Neko Entertainment,0.26,2008
7420,5298,SAT,Sega,Sega,0.26,1996
7421,9184,DS,Ubisoft,Ubisoft Montreal,0.26,2005
7422,12935,Wii,Namco Bandai,"Machatin, Inc.",0.26,2009
7423,3161,PSV,Tecmo Koei,Omega Force,0.26,2012
7424,2992,PS2,Sony Computer Entertainment,Surreal Software,0.26,2002
7425,12229,PS3,Ubisoft,Ubisoft Shanghai,0.26,2007
7426,869,PC,Trickjump Games Ltd,Trickjump Games Ltd,0.26,2018
7427,6387,DS,EA Sports,EA Tiburon,0.26,2007
7428,3785,PC,Back To Basics Gaming,RPG Video,0.26,2016
7429,10612,XB,THQ,THQ Australia Studios Pty Ltd.,0.26,2005
7430,7413,NS,Bandai Namco Entertainment,Byking,0.26,2018
7431,5433,PS4,Konami,Konami,0.26,2018
7432,1712,PS,Takara,Takara,0.26,1998
7433,12172,PS3,Sony Computer Entertainment,PlayStation C.A.M.P.!,0.26,2012
7434,4428,PC,EQ Games,Lesley Dodd,0.26,2015
7435,6164,GC,Activision,Adrenium Games,0.26,2004
7436,6107,X360,Gamecock,Spark Unlimited,0.26,2008
7437,9876,PSP,Sega,BugBear,0.26,2007
7438,1020,GBA,Electronic Arts,Argonaut Games,0.26,2002
7439,548,PS,Agetec,From Software,0.26,2000
7440,3803,SNES,Nintendo,Intelligent Systems,0.26,1999
7441,11610,PC,Digital Leisure Inc.,Digital Leisure Inc.,0.26,2015
7442,2456,2600,Atari,Atari,0.26,1987
7443,11413,SAT,Hudson Soft,RED Company,0.26,1997
7444,142,PS2,Banpresto,From Software,0.26,2007
7445,687,GBA,Acclaim Entertainment,Tantalus Interactive,0.26,2002
7446,8609,PC,Snail Games USA,Snail Games USA,0.26,2018
7447,8465,X360,Ubisoft,Ubisoft Montpellier,0.26,2005
7448,9271,Wii,Mastiff,Mastiff,0.26,2010
7449,726,GC,Infogrames,Humongous Entertainment,0.26,2002
7450,338,XB,Acclaim Entertainment,Acclaim Entertainment,0.26,2002
7451,7329,PS2,Activision,Left Field Productions,0.26,2004
7452,5179,PSP,LucasArts,Amaze,0.26,2009
7453,8726,DS,Nintendo,Mitchell,0.26,2005
7454,3075,PC,Capcom,WayForward,0.26,2013
7455,9241,XOne,Microsoft Studios,Armature Studio,0.26,2016
7456,7513,DS,Majesco,Gorilla Games,0.26,2008
7457,12245,PS2,Eidos Interactive,Crystal Dynamics,0.26,2009
7458,7940,PS,Electronic Arts,Electronic Arts,0.26,2000
7459,7712,PS2,Sony Computer Entertainment,989 Sports,0.26,2003
7460,13548,3DS,Ubisoft,AQ Interactive,0.26,2011
7461,11100,GBA,Banpresto,Banpresto,0.26,2002
7462,1588,GBA,Konami,Konami Computer Entertainment Tokyo,0.26,2002
7463,8592,DS,Buena Vista,Griptonite Games,0.26,2006
7464,3902,PS2,Sony Computer Entertainment,Studio Liverpool,0.26,2001
7465,2837,SAT,NEC,Elf,0.26,1996
7466,762,XB,Interplay,Black Isle Studios,0.26,2004
7467,2642,PS3,Disney Interactive Studios,Zoe Mode,0.26,2009
7468,6405,DS,EA Sports,Exient Entertainment,0.26,2004
7469,8738,PC,Cherry Pop Games,Cherry Pop Games,0.26,2013
7470,7208,Wii,Activision,Beenox,0.26,2009
7471,9988,PC,Sidhe Interactive,Sidhe Interactive,0.26,2010
7472,4116,X360,Atlus,Cyanide Studios,0.26,2012
7473,7368,GC,EA Sports,EA Sports,0.26,2004
7474,9853,XB,LucasArts,Totally Games,0.25,2003
7475,11131,GBA,Capcom,Capcom,0.25,2001
7476,1868,PS,Axela,Axela,0.25,1998
7477,3461,XOne,Codemasters,Codemasters Birmingham,0.25,2015
7478,5780,SAT,Bandai,Bandai,0.25,1998
7479,11364,PS2,THQ,A2M,0.25,2006
7480,12138,PSP,Codemasters,Sumo Digital,0.25,2005
7481,10570,PSP,Crave Entertainment,Supersonic Software,0.25,2007
7482,7597,PS3,EA Sports,EA Tiburon,0.25,2008
7483,11681,PC,Neocore Games,NeoCoreGames,0.25,2014
7484,2054,PS,3DO,3DO,0.25,2000
7485,3248,PC,THQ Nordic,Piranha Bytes,0.25,2017
7486,10734,PS2,LucasArts,Krome Studios,0.25,2009
7487,1192,GC,Majesco,Game Arts,0.25,2002
7488,7769,PC,Electronic Arts,Ghost Games,0.25,2013
7489,4101,WiiU,Nintendo,Intelligent Systems,0.25,2013
7490,3723,Wii,Square Enix,Square Enix,0.25,2009
7491,6103,PC,EQ Games,Labyrinthine,0.25,2015
7492,11164,PS2,Rockstar Games,Opus Studio,0.25,2000
7493,9510,SNES,KOEI,Koei,0.25,1992
7494,5025,PS3,Bethesda Softworks,InXile Entertainment,0.25,2011
7495,7597,X360,EA Sports,EA Tiburon,0.25,2008
7496,11749,PC,Xseed Games,Nihon Falcom Corporation,0.25,2014
7497,11462,PS4,Sony Interactive Entertainment,Monstars Inc.,0.25,2018
7498,10348,DS,UFO Interactive,Starfish  Inc.,0.25,2007
7499,6042,XOne,Rockstar Games,Team Bondi,0.25,2017
7500,5079,GBA,Sierra Entertainment,Amaze Entertainment,0.25,2006
7501,11958,DS,Buena Vista,Disney Interactive,0.25,2006
7502,13157,XB,Activision,Activision Value,0.25,2005
7503,7893,PS3,Electronic Arts,EA Canada,0.25,2007
7504,11496,X360,Activision,Beenox,0.25,2014
7505,4073,SAT,Acclaim Entertainment,Ving,0.25,1995
7506,8792,GB,Konami,Diamond Head,0.25,2000
7507,1131,PC,Focus Home Interactive,Cyanide Studios,0.25,2012
7508,4669,GC,Midway Games,Artificial Mind and Movement,0.25,2006
7509,4378,PC,WolfgangIs,WolfgangIs,0.25,2016
7510,8949,Wii,Atari,Tornado Studios,0.25,2010
7511,9155,PS3,Sony Computer Entertainment,Insomniac Games,0.25,2012
7512,12831,PS2,Ubisoft,Ubisoft Shanghai,0.25,2003
7513,6997,Wii,Zoo Games,Smackdown Productions,0.25,2010
7514,12443,XB,EA Sports,Pandemic Studios,0.25,2002
7515,10437,3DS,Sega,Sanzaru Games,0.25,2016
7516,3394,PS,Titus,Yuke's Future Media Creators,0.25,1999
7517,10649,GBA,Disney Interactive Studios,Game Titan,0.25,2002
7518,5546,PS3,THQ,Juice Games,0.25,2007
7519,6154,3DS,Warner Bros. Interactive Entertainment,TT Fusion,0.25,2014
7520,11757,PSV,Xseed Games,Nihon Falcom Corporation,0.25,2015
7521,138,PS,ArtDink,ArtDink,0.25,1994
7522,3407,XB,Microsoft,Various,0.25,2002
7523,9792,PS,Hasbro Interactive,Runecraft,0.25,1999
7524,396,XB,Microsoft Game Studios,Indie Built,0.25,2003
7525,6748,NS,Capcom,Digital Eclipse Software,0.25,2018
7526,6909,DS,Ubisoft,Longtail Studios,0.25,2010
7527,166,3DS,Namco Bandai,Namco Bandai Games,0.25,2011
7528,1078,PS,Crave Entertainment,SunSoft,0.25,2001
7529,1852,PS2,2K Sports,Visual Concepts,0.25,2005
7530,8891,X360,Konami Digital Entertainment,Konami,0.25,2013
7531,8876,PS3,Deep Silver,ZootFly,0.25,2010
7532,2333,PC,THQ Nordic,The Farm 51,0.25,2013
7533,1560,GBA,Majesco,Majesco Games,0.25,2004
7534,802,Wii,THQ,THQ,0.25,2011
7535,12641,PS3,THQ,THQ,0.25,2009
7536,10178,NS,2K Games,Firaxis Games,0.25,2018
7537,8297,PC,D-Pad Studio,D-Pad Studios,0.25,2016
7538,13068,PS,Sony Computer Entertainment,Psygnosis,0.25,1996
7539,11851,PS,BAM! Entertainment,VIS Entertainment,0.25,2001
7540,3148,PS2,KOEI,Omega Force,0.25,2008
7541,2310,X360,Tecmo,Team Ninja,0.25,2006
7542,6822,XB,VU Games,"2015, Inc.",0.25,2004
7543,9792,DS,Electronic Arts,Stainless Games,0.25,2009
7544,10591,3DS,Nintendo,Tecmo Koei Games,0.25,2012
7545,1203,GBA,Activision,Hudson Soft,0.25,2001
7546,975,DS,Hudson Soft,Hudson Soft,0.25,2010
7547,6693,GC,Electronic Arts,EA Los Angeles,0.25,2005
7548,13554,PC,Microsoft Game Studios,Blue Fang Games,0.25,2008
7549,1010,GC,Sega,Sonic Team,0.25,2003
7550,7893,X360,Electronic Arts,Unknown,0.25,2007
7551,6943,GBA,Midway Games,Pocket Studios,0.25,2001
7552,5121,DS,Ubisoft,Spike Co.,0.25,2008
7553,3731,WS,Square,SquareSoft,0.25,2001
7554,13063,PS2,BAM! Entertainment,Studio Liverpool,0.25,2002
7555,6523,PS,Gust,Gust,0.25,1997
7556,4323,GBA,Majesco,Majesco Games,0.25,2004
7557,7891,XB,EA Sports,EA Canada,0.25,2005
7558,430,DS,Empire Interactive,Rekoo,0.25,2008
7559,637,XB,Atari,Digital Eclipse,0.25,2004
7560,1989,PSP,VU Games,Radical Entertainment,0.25,2005
7561,12569,PS,Crave Entertainment,Opus Studio,0.25,2000
7562,13317,XB,Ubisoft,Southend Interactive,0.25,2003
7563,10709,PS3,Namco Bandai Games,Digital Extremes,0.25,2013
7564,8613,PC,DL Softworks,DL Softworks,0.25,2014
7565,7263,X360,THQ,Climax Studios,0.25,2007
7566,7433,DS,Mentor Interactive,1st Playable Productions,0.25,2009
7567,10201,PC,Ubisoft,Ubisoft Romania,0.25,2010
7568,10584,Wii,Activision,Shaba Games / Treyarch,0.25,2008
7569,9704,NG,SNK,SNK Corporation,0.25,1994
7570,10625,X360,THQ,Heavy Iron Studios,0.25,2009
7571,6382,X360,Activision,Toys for Bob,0.25,2008
7572,12421,XOne,Ubisoft,RedLynx,0.25,2015
7573,6009,X360,THQ,THQ,0.25,2011
7574,6613,PSP,Activision,Savage Entertainment,0.25,2009
7575,12546,PSP,Electronic Arts,Unknown,0.25,2008
7576,2601,PSP,NIS America,Nippon Ichi Software,0.25,2009
7577,1053,PSP,Sega,Amusement Vision,0.25,2010
7578,2207,PS4,NIS America,Spike Chunsoft,0.25,2017
7579,3468,N64,Ubisoft,Human Entertainment,0.25,1997
7580,3931,N64,Fox Interactive,"Z-Axis, Ltd.",0.25,1998
7581,4208,N64,Midway Games,Realtime Associates,0.25,1998
7582,4935,NS,Team Cherry,Team Cherry,0.25,2018
7583,5037,N64,Konami,KCEO,0.25,1999
7584,5659,NS,Flyhigh Works,Skipmore,0.25,2017
7585,7318,N64,Ocean,Genki,0.25,1997
7586,7666,N64,Nintendo,Left Field Productions,0.25,1999
7587,7714,N64,Midway Games,Eurocom Entertainment Software,0.25,1999
7588,8452,3DS,Atlus,Atlus,0.25,2014
7589,12271,Wii,Activision,Page 44,0.25,2007
7590,12926,N64,Midway Games,Software Creations,0.25,1997
7591,12963,N64,Take-Two Interactive,GameTek,0.25,1997
7592,13193,PC,Focus Home Interactive,Saber Interactive,0.25,2019
7593,1547,X360,THQ,Rainbow Studios,0.25,2006
7594,10842,PC,Proletariat Inc.,Proletariat Inc.,0.25,2016
7595,5680,Wii,Hudson Soft,Xing Inc.,0.25,2009
7596,990,Wii,THQ,Jet Black Games,0.25,2010
7597,2926,PSV,Square Enix,Omega Force,0.25,2016
7598,11575,PC,Take-Two Interactive,Bethesda Softworks,0.25,2009
7599,11828,PS2,Sierra Entertainment,Eurocom Entertainment Software,0.25,2008
7600,2388,GC,EA Sports BIG,Aki Corporation,0.25,2003
7601,1649,PC,Daedalic Entertainment,Daedalic Entertainment,0.25,2012
7602,9789,PS2,THQ,Artificial Mind and Movement,0.25,2005
7603,8428,PS,Sony Computer Entertainment,Tamsoft,0.25,1996
7604,10579,X360,Activision,Beenox,0.25,2011
7605,11893,XB,Electronic Arts,Maxis,0.25,2005
7606,5432,PSV,Konami Digital Entertainment,Konami Digital Entertainment,0.25,2016
7607,1448,PS,Interplay,Flat Cat,0.25,1998
7608,9718,PS4,Tecmo Koei,Omega Force,0.25,2014
7609,13156,PS2,Sega,Blue Shift,0.25,2003
7610,11499,DS,Take-Two Interactive,Take 2 Interactive,0.25,2009
7611,6396,PS3,EA Sports,EA Tiburon,0.25,2016
7612,8926,SAT,Sega,Sega,0.25,1998
7613,11841,X360,THQ,Unknown,0.25,2006
7614,10586,PC,Back To Basics Gaming,Blastoid Entertainment,0.25,2016
7615,697,Wii,THQ,THQ Australia,0.25,2007
7616,3544,X360,Activision,Heavy Iron Studios,0.25,2012
7617,2759,X360,2K Games,Venom Games,0.25,2008
7618,9928,SAT,NEC Interchannel,NEC Intechannel,0.25,1998
7619,2140,Wii,Sega,Collision Studios,0.25,2009
7620,9762,PS3,Conspiracy Entertainment,Milestone,0.25,2009
7621,2499,PS2,Capcom,Capcom,0.25,2005
7622,2251,PS4,THQ Nordic,Gunfire Games,0.25,2018
7623,7682,PS,Acclaim Entertainment,Iguana Entertainment,0.25,1995
7624,7692,PS4,Electronic Arts,EA Tiburon,0.25,2014
7625,6686,GBA,Natsume,"Imagineer Co., Ltd.",0.25,2002
7626,3957,DS,Nintendo,Vanpool,0.25,2007
7627,10888,PC,2K Games,FireFly Studios,0.25,2006
7628,11431,GBA,Konami,Konami,0.25,2002
7629,1182,X360,Disney Interactive Studios,Avalanche Software,0.25,2008
7630,7178,PS3,Activision,Virtuos,0.25,2010
7631,9957,PS,Acclaim Entertainment,Acclaim Studios Teesside,0.25,1999
7632,8003,X360,Tecmo Koei,Team Ninja,0.25,2012
7633,9606,PC,Two Tribes,Two Tribes,0.25,2010
7634,5680,Wii,Hudson Soft,Xing Inc.,0.25,2008
7635,10677,PC,Double Fine Productions,Double Fine Productions,0.25,2012
7636,7815,PS2,Namco,Namco,0.25,2002
7637,6150,PC,LucasArts,Traveller's Tales,0.25,2011
7638,3147,PS2,KOEI,Omega Force,0.25,2008
7639,8763,2600,20th Century Fox Video Games,Dunhill Electronic Media Corp,0.25,1983
7640,373,XB,Ubisoft,Secret Level,0.25,2005
7641,12536,Wii,Mindscape,Mindscape Inc.,0.25,2010
7642,4399,PS,Sony Computer Entertainment,Game Arts,0.25,1999
7643,5179,DS,LucasArts,Artificial Mind and Movement,0.25,2009
7644,1289,PC,Headup Games,Headup Games,0.25,2013
7645,3033,X360,Activision,Sidhe Interactive,0.25,2009
7646,3452,PS,EA Sports,Visual Sciences,0.25,2000
7647,13407,PSV,Xseed Games,Nihon Falcom Corporation,0.25,2013
7648,6239,DS,Electronic Arts,EA Salt Lake,0.25,2009
7649,12944,Wii,Nordic Games,Le Cortex,0.25,2012
7650,541,X360,Sega,From Software,0.25,2007
7651,8594,PS2,Bethesda Softworks,California Seven Studios,0.25,2006
7652,13279,Wii,Activision,Raven Software,0.25,2009
7653,2785,Wii,THQ,THQ Digital Phoenix,0.25,2010
7654,13223,PS2,BAM! Entertainment,Evolution Studios,0.25,2002
7655,3220,GC,Midway Games,A2M,0.25,2005
7656,1552,PS2,THQ,Rainbow Studios,0.25,2007
7657,11539,PS3,Atari,Starbreeze Studios AB,0.25,2009
7658,11374,PS3,Activision,WayForward Technologies,0.25,2014
7659,956,PS3,D3 Publisher,Papaya Studios,0.25,2010
7660,3091,PS,Electronic Arts,Westwood Studios,0.25,2000
7661,7099,PC,AGM Playism,Bombservice,0.25,2016
7662,7168,Wii,Capcom,Capcom,0.25,2009
7663,11504,PC,Edmund McMillen,Edmund McMillen,0.25,2012
7664,6484,PS3,2K Sports,Kush Games,0.25,2007
7665,8947,PC,Kasedo Games,SomaSim,0.25,2016
7666,8948,PS,Konami,Konami,0.25,1996
7667,5554,PS,Sony Computer Entertainment,Exact,0.25,1996
7668,7955,GC,Atari,Data Design Interactive,0.25,2002
7669,1517,PC,Unknown,Alientrap Games Inc,0.25,2011
7670,3759,PS2,Square Enix,Square Enix,0.25,2004
7671,1711,PS,Takara,Takara,0.25,1997
7672,6152,PC,Warner Bros. Interactive Entertainment,TT Fusion,0.25,2016
7673,12395,DS,Activision,Vicarious Visions,0.25,2010
7674,1398,GBA,Knowledge Adventure,Runecraft,0.25,2002
7675,13278,GC,Activision,Raven Software,0.25,2005
7676,9085,Wii,Ubisoft,Asobo Studio,0.25,2010
7677,4740,PS3,Electronic Arts,EA Bright Light,0.25,2010
7678,3578,PC,Ubisoft,Ubisoft Montreal,0.25,2016
7679,10475,GBA,DSI Games,Gravity-I,0.25,2005
7680,7667,GC,Nintendo,Left Field Productions,0.25,2002
7681,12689,PS4,Sega,Sega,0.25,2018
7682,1779,GBA,Nintendo,Nintendo,0.25,2004
7683,3654,PSP,EA Sports,EA Canada,0.25,2013
7684,1785,GBA,Nintendo,Nintendo,0.25,2004
7685,696,PS2,THQ,Halfbrick Studios,0.25,2008
7686,7694,PS4,EA Sports,EA Sports,0.24,2017
7687,2802,PS2,Global Star Software,Take-Two Interactive,0.24,2006
7688,11291,DS,Namco Bandai,Namco Tales Studio,0.24,2008
7689,2561,PS2,Namco Bandai,Bec,0.24,2007
7690,1440,X360,Activision,Activision,0.24,2009
7691,656,PS3,NIS America,Gust,0.24,2012
7692,3771,PC,Square Enix,Square Enix,0.24,2014
7693,2488,PC,Coconut Island Games,Red Candle Games,0.24,2017
7694,1610,GBA,Ubisoft,MTO,0.24,2006
7695,11478,DS,Buena Vista,Handheld Games,0.24,2006
7696,110,3DS,Sega,Sega,0.24,2016
7697,9092,PC,DL Softworks,DL Softworks,0.24,2014
7698,5457,PS,Konami,Diamond Head,0.24,2001
7699,11731,PC,Back To Basics Gaming,RPG Video,0.24,2017
7700,6760,PS2,Capcom,Capcom,0.24,2006
7701,10901,3DS,Nintendo,syn Sophia,0.24,2016
7702,9290,PC,New Reality Games,Panda Indie Studio,0.24,2016
7703,11352,PS4,Sony Computer Entertainment,Media Molecule,0.24,2015
7704,6330,PSV,Ubisoft,Q Entertainment,0.24,2012
7705,11966,PS3,Focus Home Interactive,Frogwares,0.24,2012
7706,3576,X360,Ubisoft,Ubisoft Montreal,0.24,2006
7707,13283,PS3,Activision,Silicon Knights,0.24,2011
7708,6345,PSP,Xseed Games,Game Arts,0.24,2010
7709,12253,DS,Konami,Konami,0.24,2011
7710,5588,PS3,Ubisoft,Ubisoft,0.24,2011
7711,12352,PSV,Tecmo Koei,Omega Force,0.24,2015
7712,8357,PS,SSI,"Strategic Simulations, Inc.",0.24,1996
7713,10711,PC,LucasArts,Pandemic Studios,0.24,2004
7714,4116,PS3,Atlus,Cyanide Studios,0.24,2012
7715,8447,PS3,Atlus,Atlus,0.24,2017
7716,4092,PS,Tecmo,Tecmo,0.24,1996
7717,10548,PS,Sony Computer Entertainment,Sony Computer Entertainment,0.24,1997
7718,568,PS,3DO,3DO,0.24,2000
7719,7016,PSP,Sony Computer Entertainment,989 Sports,0.24,2005
7720,12613,PC,Dagestan Technology,Dagestan Technology,0.24,2016
7721,12491,PS3,Codemasters,Spark Unlimited,0.24,2008
7722,8435,DS,Activision,20th Century Fox Video Games,0.24,2010
7723,2648,DS,Disney Interactive Studios,Cattle Call,0.24,2010
7724,1294,PS2,THQ,Metro Graphics,0.24,2002
7725,1480,XOne,Activision,Infinity Ward,0.24,2017
7726,12778,X360,Sega,Sega-AM2,0.24,2011
7727,4489,PS,Konami,Konami,0.24,1999
7728,8,PS4,Namco Bandai Games,CyberConnect2,0.24,2017
7729,13168,PS2,Konami,KCET,0.24,2003
7730,4275,PC,Namco Bandai Games,Namco Bandai Games,0.24,2016
7731,7500,PS,Sony Computer Entertainment,Namco,0.24,1996
7732,10670,XB,Namco,Eutechnyx,0.24,2004
7733,3999,PS3,Codemasters,Asobo Studios,0.24,2009
7734,10325,PC,White Dog,White Dog,0.24,2016
7735,12731,PS2,Acclaim Entertainment,Acclaim Studios Austin,0.24,2003
7736,12897,PC,Back To Basics Gaming,RPG Video,0.24,2016
7737,4812,NS,Gearbox Software,Dynamic Pixels,0.24,2018
7738,7690,PSP,EA Sports,EA Canada,0.24,2009
7739,10848,PS2,Capcom,Capcom Production Studio 2,0.24,2006
7740,8917,PSP,Konami,PawaPuro Production,0.24,2011
7741,12101,PS2,Electronic Arts,Free Radical Design,0.24,2005
7742,4725,GC,Natsume,Marvelous Interactive,0.24,2006
7743,13568,XOne,Majesco Entertainment,Zoe Mode,0.24,2013
7744,9358,PS4,Milestone S.r.l.,Milestone S.r.l.,0.24,2015
7745,3298,PC,Bandai Namco Entertainment,Ninja Theory,0.24,2013
7746,4190,XB,Capcom,Capcom,0.24,2002
7747,2723,GBA,Nintendo,Paon Corporation,0.24,2005
7748,5609,PS,Jaleco,Xing Entertainment,0.24,1999
7749,4042,PS,Sony Computer Entertainment,Wheelhaus,0.24,1997
7750,6152,X360,Warner Bros. Interactive Entertainment,TT Fusion,0.24,2016
7751,12560,Wii,Disney Interactive Studios,Fall Line Studio,0.24,2008
7752,1871,X360,Electronic Arts,EA Los Angeles,0.24,2008
7753,13523,PC,Milkstone Studios,Milkstone Studios,0.24,2014
7754,1947,XB,TDK Mediactive,Steel Monkeys,0.24,2003
7755,6980,PC,Atari,Human Head Studios,0.24,2014
7756,151,PS3,MTV Games,Harmonix Music Systems,0.24,2008
7757,3021,X360,Sega,Sega,0.24,2011
7758,5582,PS4,Ubisoft,Ubisoft Paris,0.24,2016
7759,5261,PC,TopWare Interactive,Reality Pump Studios,0.24,2012
7760,956,PSP,D3 Publisher,Papaya Studios,0.24,2010
7761,1995,PC,Powerhoof Pty Ltd,Powerhoof,0.24,2017
7762,1368,XB,Acclaim Entertainment,Criterion Games,0.24,2003
7763,11051,PS2,Sega,Sega,0.24,2005
7764,5149,DS,Ubisoft,Ubisoft,0.24,2009
7765,3150,X360,Tecmo Koei,Omega Force,0.24,2011
7766,5800,XB,Namco,Namco,0.24,2003
7767,4943,PC,THQ,Kaos Studios,0.24,2011
7768,9658,XOne,Deep Silver,Volition Inc.,0.24,2015
7769,11586,PS4,Sold Out,Team17 Software,0.24,2017
7770,2202,Wii,Activision,Zoe Mode,0.24,2007
7771,8558,PS3,THQ,Page 44 Studios,0.24,2011
7772,8465,GC,Ubisoft,Ubisoft Montpellier,0.24,2005
7773,10951,PS2,Banpresto,Flight-Plan,0.24,2003
7774,8916,PSP,Konami,PawaPuro Production,0.24,2010
7775,11891,GC,Electronic Arts,Radical Entertainment,0.24,2001
7776,3597,XOne,Focus Home Interactive,Giants Software,0.24,2015
7777,7340,PSV,Aksys Games,Vanillaware,0.24,2013
7778,10440,PC,Sega,Sonic Team,0.24,1995
7779,707,XB,Microsoft,Adrenium,0.24,2001
7780,8402,DS,THQ,ValuSoft,0.24,2008
7781,323,GBA,Majesco,Majesco Games,0.24,2004
7782,2891,XB,Atari,Avalanche Software,0.24,2005
7783,11855,Wii,Ubisoft,Ludia Inc.,0.24,2009
7784,749,X360,Activision,MTO,0.24,2009
7785,3727,DS,Square Enix,High Horse Entertainment,0.24,2007
7786,9680,PS2,Sega,Sega WOW Overworks,0.24,2003
7787,7323,GBA,Namco,Full-Fat,0.24,2005
7788,7943,PS2,ValuSoft,Lucky Chicken,0.24,2005
7789,1208,Wii,Electronic Arts,EA Montreal,0.24,2008
7790,7175,PS2,Activision,Torus Games,0.24,2007
7791,1971,DS,D3 Publisher,cerasus.media GmbH,0.24,2008
7792,9301,Wii,Capcom,Capcom Production Studio 4,0.24,2009
7793,3042,PSP,Ubisoft,Sumo Digital,0.24,2007
7794,12387,PS4,Activision,PlatinumGames,0.24,2015
7795,4744,PC,Destructive Creations,Destructive Creations,0.24,2015
7796,4717,GC,Natsume,Marvelous Interactive,0.24,2005
7797,5452,PS2,Konami,PawaPuro Production,0.24,2008
7798,3983,2600,Taito,Coleco,0.24,1982
7799,562,N64,3DO,3DO,0.24,2000
7800,6944,N64,Midway Games,Digital Eclipse,0.24,2000
7801,8363,N64,Midway Games,High Voltage Software,0.24,1999
7802,9204,N64,Midway Games,Point of View,0.24,2000
7803,9422,N64,THQ,Pacific Coast Power & Light,0.24,1999
7804,10514,N64,Acclaim Entertainment,Acclaim Studios Austin,0.24,1999
7805,7724,PS2,Sega,Kush Games,0.24,2002
7806,3194,PS4,D3 Publisher,Sandlot,0.24,2018
7807,7054,PS3,Bandai,Bec,0.24,2009
7808,10003,PC,Might and Delight,Might and Delight,0.24,2015
7809,2263,PC,New Reality Games,New Reality Games,0.24,2014
7810,9973,PC,CharlieH,CharlieH,0.24,2016
7811,4927,PC,Big Sandwich Games,Big Sandwich Games,0.24,2011
7812,7759,XB,EA Sports,NuFX,0.24,2003
7813,6322,PS,Infogrames,Ocean,0.24,1998
7814,3557,GC,Activision,7 Studios,0.24,2005
7815,10582,Wii,Activision,Beenox Studios,0.24,2010
7816,11491,X360,Ubisoft,Ubisoft,0.24,2011
7817,12258,GBA,Activision,Vicarious Visions,0.24,2005
